,CustomerID,Type_of_customer,Build_Distribution,Version_Distribution,Software_Edition,OS_Distribution,RAM_Distribution,PC_Type,CPU_Cores,Country,Date_of_Onboard
212,73256,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,3/20/2015
213,14341,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,4/1/2015
214,96293,New_Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United Kingdom,3/2/2015
215,76891,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Mobile,2 Cores,Australia,4/1/2015
216,77882,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,2 Cores,Australia,3/31/2015
217,68825,Former_Best,Build 380,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Laptop,1 Core,Australia,3/10/2015
218,2347,Best_Customer,Build 410,Version 8.3,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,Germany,2/1/2015
219,12837,Former_Best,Build 999,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Mobile,8 Cores,Japan,1/26/2015
220,9299,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,8 Cores,Germany,1/3/2015
221,12347,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,4 Cores,United Kingdom,3/23/2015
222,89620,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,8 Cores,Germany,2/18/2015
223,23751,Best_Customer,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/16/2015
224,75577,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,France,3/12/2015
225,21423,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,United States,1/10/2015
226,60041,One_time_user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,United Kingdom,1/25/2015
227,73669,One_time_user,Build 232,Version 7.1,Lite,MS Win 7, > 6 GB,Laptop,1 Core,Germany,3/22/2015
228,28821,Former_Best,Build 232,Version 9.4,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,2/13/2015
229,51473,New_Client,Build 232,Version 10.2,High,MS Win XP,>1GB & <= 2 GB,Desktop,1 Core,Germany,2/15/2015
230,81942,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Mobile,1 Core,Australia,2/8/2015
231,66180,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,4 Cores,Australia,3/30/2015
232,26032,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Germany,1/19/2015
233,25102,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Germany,3/30/2015
234,34802,New_Client,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/3/2015
235,30661,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>1GB & <= 2 GB,Desktop,4 Cores,United States,1/26/2015
236,69105,Former_Best,Build 999,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,United Kingdom,1/22/2015
237,67009,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/21/2015
238,34044,Former_Best,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,United Kingdom,3/21/2015
239,17918,New_Client,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,United Kingdom,1/7/2015
240,26391,New_Client,Build 232,Version 9.4,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,1/24/2015
241,89756,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,3/21/2015
242,1831,One_time_user,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Germany,1/4/2015
243,88560,One_time_user,Build 232,Version 7.1,Lite,MS Win Server 2003,>4GB & <= 6 GB,Mobile,1 Core,Germany,2/16/2015
244,98354,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,United States,2/7/2015
245,96896,New_Client,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,2/9/2015
246,49606,Former_Best,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United Kingdom,2/28/2015
247,53263,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United States,3/23/2015
248,97006,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,1/27/2015
249,58768,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/2/2015
250,55197,Former_Best,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Mobile,4 Cores,United Kingdom,2/4/2015
251,85358,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/14/2015
252,47461,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United States,4/1/2015
253,53711,Best_Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,Germany,3/16/2015
254,12516,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United States,1/4/2015
255,38226,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Australia,3/1/2015
256,396,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,3/25/2015
257,92381,Former_Best,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,2/9/2015
258,66425,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Laptop,2 Cores,Germany,2/8/2015
259,49548,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/21/2015
260,5310,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,8 Cores,France,2/27/2015
261,31684,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,Germany,1/15/2015
262,25647,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/11/2015
263,52053,Former_Best,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United Kingdom,1/4/2015
264,62220,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,3/11/2015
265,22264,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,France,2/3/2015
266,27915,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,United Kingdom,2/4/2015
267,14764,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Laptop,1 Core,Germany,1/14/2015
268,87057,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Australia,1/28/2015
269,21419,New_Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Australia,2/26/2015
270,82710,Former_Best,Build 232,Version 10.2,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,3/28/2015
271,73436,One_time_user,Build 232,Version 8.3,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/31/2015
272,8989,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,2/12/2015
273,24895,Former_Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,2 Cores,France,3/12/2015
274,64236,One_time_user,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,United Kingdom,1/19/2015
275,33438,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Australia,1/23/2015
276,99407,Former_Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,3/25/2015
277,59484,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United Kingdom,2/27/2015
278,16622,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/17/2015
279,30842,Former_Best,Build 410,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Australia,3/9/2015
280,14809,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United Kingdom,1/9/2015
281,77109,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,4 Cores,United States,2/11/2015
282,47572,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,1 Core,Australia,3/30/2015
283,54202,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United Kingdom,2/2/2015
284,5930,Best_Customer,Build 410,Version 9.4,High,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,United Kingdom,3/21/2015
285,23621,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,United States,1/31/2015
286,93523,Former_Best,Build 380,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Mobile,1 Core,Germany,1/28/2015
287,34943,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,4 Cores,United Kingdom,3/14/2015
288,90683,New_Client,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,1/24/2015
289,39134,New_Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/7/2015
290,6119,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,3/1/2015
291,97858,Best_Customer,Build 999,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,4/1/2015
292,19799,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Australia,1/3/2015
293,83899,Best_Customer,Build 410,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/1/2015
294,55487,New_Client,Build 232,Version 8.3,Lite,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,2/27/2015
295,41730,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,2/8/2015
296,21351,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Germany,2/15/2015
297,13387,Former_Best,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/21/2015
298,93611,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United Kingdom,3/26/2015
299,50707,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,1/9/2015
300,32238,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/23/2015
301,52116,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,2 Cores,Germany,3/12/2015
302,24130,One_time_user,Build 410,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,8 Cores,Japan,3/10/2015
303,52151,Best_Customer,Build 380,Version 10.2,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,United States,2/10/2015
304,89398,Former_Best,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Mobile,1 Core,Japan,1/26/2015
305,22456,One_time_user,Build 410,Version 7.1,Standard,MS Win XP,>4GB & <= 6 GB,Mobile,1 Core,United Kingdom,3/1/2015
306,21005,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Australia,2/12/2015
307,13358,Best_Customer,Build 232,Version 9.4,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,2/24/2015
308,11886,New_Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United Kingdom,1/17/2015
309,42393,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,3/23/2015
310,54187,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Japan,1/26/2015
311,52513,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,Germany,3/16/2015
312,40634,Former_Best,Build 232,Version 8.3,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,United States,2/13/2015
313,68407,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,2/25/2015
314,84981,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/13/2015
315,72970,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,1/5/2015
316,21622,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,United States,2/11/2015
317,59605,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,3/3/2015
318,92767,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,Australia,3/21/2015
319,71587,Best_Customer,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,1/14/2015
320,69419,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/24/2015
321,41628,Former_Best,Build 232,Version 7.1,Lite,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,United Kingdom,2/20/2015
322,1598,New_Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,France,3/21/2015
323,30235,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United States,3/6/2015
324,52136,New_Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/24/2015
325,10891,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United Kingdom,3/14/2015
326,78650,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Mobile,1 Core,Germany,1/15/2015
327,26042,Best_Customer,Build 410,Version 8.3,High,MS Win 7,>512 MB  & <= 1 GB,Laptop,1 Core,United States,1/6/2015
328,76892,Best_Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,Germany,3/16/2015
329,83429,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,2/25/2015
330,57708,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Mobile,1 Core,Australia,3/12/2015
331,21569,One_time_user,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/2/2015
332,49414,One_time_user,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,1 Core,United Kingdom,3/13/2015
333,60890,One_time_user,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Australia,1/5/2015
334,98199,New_Client,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,United States,2/14/2015
335,95816,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Laptop,1 Core,Australia,1/26/2015
336,58730,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,3/30/2015
337,42650,Former_Best,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Australia,1/6/2015
338,48541,Best_Customer,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,Germany,3/16/2015
339,28181,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Mobile,1 Core,Australia,3/15/2015
340,77034,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,France,3/22/2015
341,64436,Best_Customer,Build 410,Version 7.1,Standard,MS Win XP, > 6 GB,Laptop,1 Core,France,3/13/2015
342,70520,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,2/28/2015
343,59693,Best_Customer,Build 410,Version 9.4,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,3/14/2015
344,4856,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Mobile,8 Cores,United States,3/28/2015
345,22472,New_Client,Build 410,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,2 Cores,United States,3/26/2015
346,391,One_time_user,Build 232,Version 8.3,High,MS Win XP, > 6 GB,Mobile,1 Core,Germany,2/8/2015
347,59091,Former_Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,1/26/2015
348,63683,Former_Best,Build 410,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,4 Cores,Australia,2/28/2015
349,22978,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,United Kingdom,3/8/2015
350,26284,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Japan,2/1/2015
351,79339,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,2/4/2015
352,61941,Former_Best,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,Germany,3/2/2015
353,8355,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,United Kingdom,1/13/2015
354,5057,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/10/2015
355,6801,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Australia,1/23/2015
356,7326,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,2/14/2015
357,62104,Former_Best,Build 232,Version 9.4,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,4 Cores,Germany,1/31/2015
358,78948,Best_Customer,Build 999,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,3/27/2015
359,19100,One_time_user,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Australia,2/18/2015
360,72502,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Germany,2/23/2015
361,35700,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,Australia,2/20/2015
362,38799,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Mobile,1 Core,Germany,2/25/2015
363,14689,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,United Kingdom,1/29/2015
364,11737,Former_Best,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Australia,3/3/2015
365,53602,Best_Customer,Build 232,Version 7.1,Lite,MS Win 7, > 6 GB,Desktop,2 Cores,France,2/7/2015
366,96378,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,Australia,1/5/2015
367,33060,One_time_user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,United States,1/9/2015
368,67930,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,United States,1/4/2015
369,30556,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/16/2015
370,77370,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Mobile,8 Cores,Germany,3/20/2015
371,63461,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/6/2015
372,36395,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,United States,1/29/2015
373,33661,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Japan,3/26/2015
374,2905,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/23/2015
375,98156,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Australia,2/7/2015
376,34506,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,United States,3/25/2015
377,68334,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,3/30/2015
378,99290,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,1/25/2015
379,43582,Best_Customer,Build 410,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,3/7/2015
380,42332,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/20/2015
381,88340,One_time_user,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/21/2015
382,55531,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Mobile,2 Cores,United States,1/23/2015
383,73115,New_Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,4 Cores,United Kingdom,1/12/2015
384,93074,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,1/19/2015
385,74294,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Laptop,1 Core,Germany,2/28/2015
386,7566,One_time_user,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/22/2015
387,45048,Best_Customer,Build 232,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,2 Cores,Australia,3/13/2015
388,79352,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/10/2015
389,41592,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Australia,3/22/2015
390,36772,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,2/28/2015
391,31039,New_Client,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Laptop,1 Core,Australia,1/27/2015
